age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
25.0,Private,485496,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,148143,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,143267,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
26.0,,176077,Some-college,10,Never-married,,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,,134886,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0.0,0.0,2.0,United-States,>50K
34.0,Private,97723,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,>50K
,Private,150154,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
38.0,Self-emp-not-inc,93206,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1902.0,65.0,United-States,>50K
41.0,Private,116379,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,55.0,Taiwan,>50K
22.0,Private,169188,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
25.0,Private,221757,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325.0,0.0,,United-States,<=50K
37.0,Private,167415,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
72.0,Private,116640,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3471.0,0.0,20.0,United-States,<=50K
47.0,Private,302711,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,191935,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
47.0,Private,229737,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
,Private,55465,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
73.0,,200878,HS-grad,9,Widowed,,Not-in-family,White,Female,0.0,,15.0,United-States,<=50K
25.0,Private,242729,Bachelors,13,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
54.0,Federal-gov,332243,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,106014,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,State-gov,126701,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
59.0,Private,75867,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
59.0,Federal-gov,48102,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,,>50K
48.0,Local-gov,328610,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,>50K
51.0,Self-emp-not-inc,199005,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
22.0,Private,440969,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,24.0,United-States,<=50K
43.0,Private,52498,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
51.0,Private,166934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
21.0,,380219,Some-college,10,Never-married,,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,160398,Some-college,10,Never-married,Sales,Other-relative,White,Male,0.0,0.0,38.0,United-States,<=50K
40.0,Private,42703,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
52.0,Private,94391,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,476558,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
46.0,Private,202560,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,,40.0,United-States,>50K
53.0,Self-emp-not-inc,159876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3103.0,0.0,72.0,United-States,<=50K
36.0,Self-emp-not-inc,207202,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,,60.0,United-States,<=50K
34.0,Private,181091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
28.0,Private,33895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
,Local-gov,331902,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
17.0,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,United-States,<=50K
68.0,Private,144137,Some-college,10,Divorced,Priv-house-serv,Other-relative,White,Female,0.0,,30.0,United-States,<=50K
31.0,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,,0.0,27.0,United-States,<=50K
44.0,Private,260046,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
70.0,Self-emp-inc,207938,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
46.0,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,,United-States,>50K
40.0,Private,130571,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,,303674,HS-grad,9,Married-civ-spouse,,Wife,White,Female,3103.0,0.0,20.0,United-States,<=50K
37.0,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Iran,<=50K
,Self-emp-not-inc,392694,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
42.0,Private,384508,11th,7,Divorced,Sales,Unmarried,White,Male,1506.0,0.0,50.0,Mexico,<=50K
41.0,Local-gov,66118,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,,0.0,25.0,United-States,<=50K
,Private,110931,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,<=50K
36.0,Private,129150,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,>50K
26.0,Private,343506,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Local-gov,172246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
25.0,Private,134821,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,<=50K
56.0,Federal-gov,61885,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,,,65.0,United-States,<=50K
,Private,267663,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
41.0,Private,36699,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650.0,0.0,40.0,United-States,<=50K
47.0,Private,216999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
54.0,Self-emp-inc,108435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,>50K
18.0,Private,184277,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
29.0,Private,122127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614.0,0.0,40.0,United-States,>50K
42.0,Private,367049,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4650.0,0.0,40.0,United-States,<=50K
27.0,Private,167737,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
21.0,Private,32732,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,,40.0,United-States,<=50K
33.0,Private,169973,Assoc-voc,11,Separated,Protective-serv,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
32.0,Private,339482,5th-6th,3,Separated,Farming-fishing,Other-relative,White,Male,0.0,0.0,,Mexico,<=50K
18.0,,171088,Some-college,10,Never-married,,Own-child,White,Female,,0.0,40.0,United-States,<=50K
30.0,Private,488720,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
20.0,Private,219122,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,93793,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,>50K
63.0,Private,181828,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,,<=50K
30.0,Private,329425,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,48.0,United-States,<=50K
,Private,228570,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
18.0,Private,298860,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
38.0,Private,275223,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
28.0,Private,478315,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,,United-States,<=50K
39.0,Private,247733,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,16.0,United-States,<=50K
22.0,,34616,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
50.0,Private,40623,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
46.0,Private,176814,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,,50.0,United-States,>50K
57.0,Private,121821,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,,0.0,40.0,Dominican-Republic,<=50K
37.0,Self-emp-inc,199265,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
19.0,Private,269657,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
39.0,Private,202683,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,219288,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,224640,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
62.0,Private,161460,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
67.0,Local-gov,181220,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,<=50K
34.0,Private,52537,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0.0,0.0,30.0,United-States,<=50K
,Self-emp-inc,106395,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,,United-States,>50K
21.0,Private,228255,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
,Local-gov,246891,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,31964,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
19.0,,440417,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
50.0,Private,89534,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,103860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
17.0,Local-gov,195262,11th,7,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
62.0,Private,211408,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Local-gov,186784,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013.0,0.0,45.0,United-States,<=50K
41.0,Federal-gov,133060,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
47.0,Private,97842,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,State-gov,155397,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
42.0,Private,202188,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,1741.0,50.0,United-States,<=50K
40.0,Private,220609,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Private,333701,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
79.0,Local-gov,84616,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,7.0,United-States,<=50K
44.0,Private,119281,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
29.0,Private,413297,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,Mexico,<=50K
26.0,Private,86872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,143486,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298.0,0.0,50.0,United-States,>50K
23.0,Private,38151,11th,7,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,Philippines,<=50K
18.0,,234648,11th,7,Never-married,,Own-child,Black,Male,0.0,0.0,15.0,United-States,<=50K
18.0,,211177,12th,8,Never-married,,Other-relative,Black,Male,0.0,0.0,20.0,United-States,<=50K
29.0,Private,103628,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
54.0,Private,171924,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
25.0,Private,171114,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,,48.0,United-States,<=50K
27.0,Private,106758,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,,,45.0,United-States,<=50K
,Private,113106,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
24.0,Self-emp-not-inc,37440,Bachelors,13,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
47.0,Private,145886,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
20.0,Private,121023,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
40.0,Local-gov,243580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
34.0,Private,223267,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
17.0,Private,132636,11th,7,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
40.0,Private,34113,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849.0,0.0,,United-States,<=50K
31.0,Private,173002,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
59.0,Federal-gov,195467,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
50.0,Private,198362,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
53.0,Local-gov,200190,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,55.0,United-States,>50K
58.0,Private,183893,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,128487,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=50K
57.0,Private,210688,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,<=50K
36.0,Private,231082,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
33.0,Private,198211,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,200468,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,,40.0,United-States,<=50K
22.0,,335453,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,,United-States,<=50K
34.0,Private,177437,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,45.0,United-States,>50K
56.0,Private,282023,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27.0,Private,214858,10th,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0.0,0.0,55.0,United-States,<=50K
39.0,Private,177154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
40.0,Private,566537,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1672.0,40.0,Mexico,<=50K
32.0,Private,229732,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,<=50K
45.0,Private,28035,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
33.0,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,136331,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
47.0,Local-gov,148576,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,35.0,United-States,<=50K
41.0,Private,211731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,<=50K
30.0,Local-gov,125159,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,14084.0,0.0,45.0,,>50K
27.0,Private,220754,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
68.0,Private,236943,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K
38.0,Private,245372,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,45.0,United-States,>50K
35.0,Private,187089,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,42.0,United-States,>50K
34.0,Private,118941,11th,7,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Ireland,<=50K
19.0,,220517,Some-college,10,Never-married,,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
20.0,Private,59948,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,114.0,0.0,20.0,United-States,<=50K
49.0,Self-emp-not-inc,173411,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Federal-gov,227597,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
52.0,Private,170562,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
66.0,Local-gov,36364,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2267.0,40.0,United-States,<=50K
46.0,Private,214955,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,273929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,1628.0,60.0,United-States,<=50K
38.0,Private,357870,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,50.0,United-States,<=50K
49.0,Private,156926,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
32.0,Private,252257,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
36.0,Private,49626,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Self-emp-not-inc,44368,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,55.0,El-Salvador,>50K
,Local-gov,103277,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,,50.0,United-States,<=50K
29.0,Private,327964,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
55.0,Private,35551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,278391,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,280603,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
60.0,Local-gov,93272,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Federal-gov,55377,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-not-inc,112650,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-inc,116927,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
,Private,299705,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,37.0,United-States,<=50K
36.0,Private,183902,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,4.0,United-States,>50K
59.0,Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
19.0,Private,100009,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
40.0,Self-emp-not-inc,284706,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1977.0,60.0,United-States,>50K
31.0,Private,241885,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,,United-States,<=50K
45.0,Federal-gov,71823,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,,0.0,20.0,United-States,<=50K
51.0,Private,94432,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,171841,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,<=50K
31.0,Local-gov,94991,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Federal-gov,111700,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
49.0,Private,234320,7th-8th,4,Never-married,Prof-specialty,Other-relative,Black,Male,0.0,0.0,45.0,United-States,<=50K
54.0,Private,206964,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
40.0,,180362,Bachelors,13,Never-married,,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
80.0,Self-emp-not-inc,34340,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
44.0,Private,259479,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
42.0,Private,183205,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
40.0,Private,135056,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,146311,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,,,35.0,United-States,<=50K
33.0,Private,141841,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5178.0,0.0,40.0,United-States,>50K
46.0,Private,172695,11th,7,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,27.0,El-Salvador,<=50K
55.0,Private,249072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,Private,180497,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,,United-States,<=50K
35.0,Private,207568,10th,6,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,186696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,194189,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,,206357,5th-6th,3,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
35.0,Private,30529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,245521,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,Mexico,<=50K
21.0,Private,307371,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
19.0,Private,25429,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
36.0,Private,484024,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,170214,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
31.0,Private,332379,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,42485,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,<=50K
31.0,Private,119422,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,<=50K
,Self-emp-inc,173858,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,South,>50K
33.0,Private,319854,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,4650.0,0.0,35.0,United-States,<=50K
31.0,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,46.0,United-States,<=50K
33.0,Private,101562,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
